nro_reuniao,dataReferencia,para_idx,text,char_len,word_count,label,label_auto
257,2023-09-20,8,"Votaram por uma redução de 0,50 ponto percentual os seguintes membros do Comitê: Roberto de Oliveira Campos Neto (presidente), Ailton de Aquino Santos, Carolina de Assis Barros, Diogo Abry Guillen, Fernanda Magalhães Rumenos Guardado, Gabriel Muricca Galípolo, Maurício Costa de Moura, Otávio Ribeiro Damaso e Renato Dias de Brito Gomes.",337,50,,votacao
257,2023-09-20,10,"* No cenário de referência, a trajetória para a taxa de juros é extraída da pesquisa Focus e a taxa de câmbio parte de USD/BRL 4,90, evoluindo segundo a paridade do poder de compra (PPC). O preço do petróleo segue aproximadamente a curva futura pelos próximos seis meses e passa a aumentar 2% ao ano posteriormente. Além disso, adota-se a hipótese de bandeira tarifária ""verde"" em dezembro de 2023, de 2024 e de 2025. O valor para o câmbio é obtido pelo procedimento usual de arredondar a cotação média da taxa de câmbio USD/BRL observada nos cinco dias úteis encerrados no último dia da semana anterior à da reunião do Copom.",626,111,,premissas
258,2023-11-01,0,"O ambiente externo mostra-se adverso, em função da elevação das taxas de juros de prazos mais longos nos Estados Unidos, da resiliência dos núcleos de inflação em níveis ainda elevados em diversos países e de novas tensões geopolíticas.  Os bancos centrais das principais economias permanecem determinados em promover a convergência das taxas de inflação para suas metas em um ambiente marcado por pressões nos mercados de trabalho. O Comitê avalia que o cenário exige atenção e cautela por parte de países emergentes.",518,82,,cenario_externo
258,2023-11-01,1,"Em relação ao cenário doméstico, o conjunto dos indicadores de atividade econômica segue consistente com o cenário de desaceleração da economia nos próximos trimestres antecipado pelo Copom. A inflação cheia ao consumidor manteve trajetória de desinflação, mas segue acima do intervalo compatível com o cumprimento da meta de inflação, enquanto as medidas mais recentes de inflação subjacente ainda se situam acima da meta para a inflação.",439,66,,atividade
258,2023-11-01,2,"As expectativas de inflação para 2023, 2024 e 2025 apuradas pela pesquisa Focus encontram-se em torno de 4,6%, 3,9% e 3,5%, respectivamente.",140,22,,expectativas
258,2023-11-01,3,"As projeções de inflação do Copom em seu cenário de referência* situam-se em 4,7% em 2023, 3,6% em 2024 e 3,2% em 2025. As projeções para a inflação de preços administrados são de 9,3% em 2023, 5,0% em 2024 e 3,6% em 2025.",222,43,,projecoes
258,2023-11-01,4,"O Comitê ressalta que, em seus cenários para a inflação, permanecem fatores de risco em ambas as direções. Entre os riscos de alta para o cenário inflacionário e as expectativas de inflação, destacam-se (i) uma maior persistência das pressões inflacionárias globais; e (ii) uma maior resiliência na inflação de serviços do que a projetada em função de um hiato do produto mais apertado. Entre os riscos de baixa, ressaltam-se (i) uma desaceleração da atividade econômica global mais acentuada do que a projetada; e (ii) os impactos do aperto monetário sincronizado sobre a desinflação global se mostrarem mais fortes do que o esperado.  O Comitê avalia que a conjuntura, em particular devido ao cenário internacional, é mais incerta do que o usual e exige cautela na condução da política monetária.",798,129,,riscos_alta
258,2023-11-01,5,"Tendo em conta a importância da execução das metas fiscais já estabelecidas para a ancoragem das expectativas de inflação e, consequentemente, para a condução da política monetária, o Comitê reafirma a importância da firme persecução dessas metas.",247,37,,expectativas
258,2023-11-01,6,"Considerando a evolução do processo de desinflação, os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu reduzir a taxa básica de juros em 0,50 ponto percentual, para 12,25% a.a., e entende que essa decisão é compatível com a estratégia de convergência da inflação para o redor da meta ao longo do horizonte relevante, que inclui o ano de 2024 e o de 2025. Sem prejuízo de seu objetivo fundamental de assegurar a estabilidade de preços, essa decisão também implica suavização das flutuações do nível de atividade econômica e fomento do pleno emprego.",603,100,,decisao
258,2023-11-01,7,"A conjuntura atual, caracterizada por um estágio do processo desinflacionário que tende a ser mais lento, expectativas de inflação com reancoragem apenas parcial e um cenário global desafiador, demanda serenidade e moderação na condução da política monetária. O Comitê reforça a necessidade de perseverar com uma política monetária contracionista até que se consolide não apenas o processo de desinflação como também a ancoragem das expectativas em torno de suas metas.",469,70,,expectativas
258,2023-11-01,8,"Em se confirmando o cenário esperado, os membros do Comitê, unanimemente, anteveem redução de mesma magnitude nas próximas reuniões e avaliam que esse é o ritmo apropriado para manter a política monetária contracionista necessária para o processo desinflacionário. O Comitê enfatiza que a magnitude total do ciclo de flexibilização ao longo do tempo dependerá da evolução da dinâmica inflacionária, em especial dos componentes mais sensíveis à política monetária e à atividade econômica, das expectativas de inflação, em particular daquelas de maior prazo, de suas projeções de inflação, do hiato do produto e do balanço de riscos.",631,96,,votacao
258,2023-11-01,9,"Votaram por uma redução de 0,50 ponto percentual os seguintes membros do Comitê: Roberto de Oliveira Campos Neto (presidente), Ailton de Aquino Santos, Carolina de Assis Barros, Diogo Abry Guillen, Fernanda Magalhães Rumenos Guardado, Gabriel Muricca Galípolo, Maurício Costa de Moura, Otávio Ribeiro Damaso e Renato Dias de Brito Gomes.",337,50,,votacao
258,2023-11-01,11,"* No cenário de referência, a trajetória para a taxa de juros é extraída da pesquisa Focus e a taxa de câmbio parte de USD/BRL 5,00, evoluindo segundo a paridade do poder de compra (PPC). O preço do petróleo segue aproximadamente a curva futura pelos próximos seis meses e passa a aumentar 2% ao ano posteriormente. Além disso, adota-se a hipótese de bandeira tarifária ""verde"" em dezembro de 2023, de 2024 e de 2025. O valor para o câmbio foi obtido pelo procedimento de arredondar a cotação média da taxa de câmbio USD/BRL observada nos dez dias úteis encerrados no último dia da semana anterior à da reunião do Copom, conforme anunciado no Relatório de Inflação de setembro de 2023.",685,120,,premissas
259,2023-12-13,1,"O ambiente externo segue volátil e mostra-se menos adverso do que na reunião anterior, marcado pelo arrefecimento das taxas de juros de prazos mais longos nos Estados Unidos e de sinais incipientes de queda dos núcleos de inflação, que ainda permanecem em níveis elevados em diversos países.  Os bancos centrais das principais economias permanecem determinados em promover a convergência das taxas de inflação para suas metas em um ambiente marcado por pressões nos mercados de trabalho. O Comitê avalia que o cenário segue exigindo cautela por parte de países emergentes.",572,90,,cenario_externo
259,2023-12-13,2,"Em relação ao cenário doméstico, o conjunto dos indicadores de atividade econômica segue consistente com o cenário de desaceleração da economia antecipado pelo Copom. A inflação cheia ao consumidor, conforme esperado, manteve trajetória de desinflação, com destaque para as medidas de inflação subjacente, que se aproximam da meta para a inflação nas divulgações mais recentes.",377,55,,atividade
259,2023-12-13,3,"As expectativas de inflação para 2023, 2024 e 2025 apuradas pela pesquisa Focus encontram-se em torno de 4,5%, 3,9% e 3,5%, respectivamente.",140,22,,expectativas
259,2023-12-13,4,"As projeções de inflação do Copom em seu cenário de referência* situam-se em 4,6% em 2023, 3,5% em 2024 e 3,2% em 2025. As projeções para a inflação de preços administrados são de 9,1% em 2023, 4,5% em 2024 e 3,6% em 2025.",222,43,,projecoes
259,2023-12-13,5,"O Comitê ressalta que, em seus cenários para a inflação, permanecem fatores de risco em ambas as direções. Entre os riscos de alta para o cenário inflacionário e as expectativas de inflação, destacam-se (i) uma maior persistência das pressões inflacionárias globais; e (ii) uma maior resiliência na inflação de serviços do que a projetada em função de um hiato do produto mais apertado. Entre os riscos de baixa, ressaltam-se (i) uma desaceleração da atividade econômica global mais acentuada do que a projetada; e (ii) os impactos do aperto monetário sincronizado sobre a desinflação global se mostrarem mais fortes do que o esperado.  O Comitê avalia que a conjuntura, em particular devido ao cenário internacional, segue incerta e exige cautela na condução da política monetária.",782,124,,riscos_alta
259,2023-12-13,6,"Tendo em conta a importância da execução das metas fiscais já estabelecidas para a ancoragem das expectativas de inflação e, consequentemente, para a condução da política monetária, o Comitê reafirma a importância da firme persecução dessas metas.",247,37,,expectativas
259,2023-12-13,7,"Considerando a evolução do processo de desinflação, os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu reduzir a taxa básica de juros em 0,50 ponto percentual, para 11,75% a.a., e entende que essa decisão é compatível com a estratégia de convergência da inflação para o redor da meta ao longo do horizonte relevante, que inclui o ano de 2024 e o de 2025. Sem prejuízo de seu objetivo fundamental de assegurar a estabilidade de preços, essa decisão também implica suavização das flutuações do nível de atividade econômica e fomento do pleno emprego.",603,100,,decisao
259,2023-12-13,8,"A conjuntura atual, caracterizada por um estágio do processo desinflacionário que tende a ser mais lento, expectativas de inflação com reancoragem apenas parcial e um cenário global desafiador, demanda serenidade e moderação na condução da política monetária. O Comitê reforça a necessidade de perseverar com uma política monetária contracionista até que se consolide não apenas o processo de desinflação como também a ancoragem das expectativas em torno de suas metas.",469,70,,expectativas
259,2023-12-13,9,"Em se confirmando o cenário esperado, os membros do Comitê, unanimemente, anteveem redução de mesma magnitude nas próximas reuniões e avaliam que esse é o ritmo apropriado para manter a política monetária contracionista necessária para o processo desinflacionário. O Comitê enfatiza que a magnitude total do ciclo de flexibilização ao longo do tempo dependerá da evolução da dinâmica inflacionária, em especial dos componentes mais sensíveis à política monetária e à atividade econômica, das expectativas de inflação, em particular daquelas de maior prazo, de suas projeções de inflação, do hiato do produto e do balanço de riscos.",631,96,,votacao
259,2023-12-13,10,"Votaram por uma redução de 0,50 ponto percentual os seguintes membros do Comitê: Roberto de Oliveira Campos Neto (presidente), Ailton de Aquino Santos, Carolina de Assis Barros, Diogo Abry Guillen, Fernanda Magalhães Rumenos Guardado, Gabriel Muricca Galípolo, Maurício Costa de Moura, Otávio Ribeiro Damaso e Renato Dias de Brito Gomes.",337,50,,votacao
259,2023-12-13,12,"* No cenário de referência, a trajetória para a taxa de juros é extraída da pesquisa Focus e a taxa de câmbio parte de USD/BRL 4,90, evoluindo segundo a paridade do poder de compra (PPC). O preço do petróleo segue aproximadamente a curva futura pelos próximos seis meses e passa a aumentar 2% ao ano posteriormente. Além disso, adota-se a hipótese de bandeira tarifária ""verde"" em dezembro de 2024 e de 2025. O valor para o câmbio foi obtido pelo procedimento, que passou a ser adotado na 258ª reunião, de arredondar a cotação média da taxa de câmbio USD/BRL observada nos dez dias úteis encerrados no último dia da semana anterior à da reunião do Copom.",654,116,,premissas
260,2024-01-31,0,"O ambiente externo segue volátil, marcado pelo debate sobre o início da flexibilização de política monetária nas principais economias e por sinais de queda dos núcleos de inflação, que ainda permanecem em níveis elevados em diversos países. Os bancos centrais das principais economias permanecem determinados em promover a convergência das taxas de inflação para suas metas em um ambiente marcado por pressões nos mercados de trabalho. O Comitê avalia que o cenário segue exigindo cautela por parte de países emergentes.",520,80,,cenario_externo
260,2024-01-31,1,"Em relação ao cenário doméstico, o conjunto dos indicadores de atividade econômica segue consistente com o cenário de desaceleração da economia antecipado pelo Copom. A inflação cheia ao consumidor, conforme esperado, manteve trajetória de desinflação, assim como as medidas de inflação subjacente, que se aproximam da meta para a inflação nas divulgações mais recentes.",370,54,,atividade
260,2024-01-31,2,"As expectativas de inflação para 2024 e 2025 apuradas pela pesquisa Focus encontram-se em torno de 3,8% e 3,5%, respectivamente.",128,20,,expectativas
260,2024-01-31,3,"As projeções de inflação do Copom em seu cenário de referência* situam-se em 3,5% em 2024 e 3,2% em 2025. As projeções para a inflação de preços administrados são de 4,2% em 2024 e 3,8% em 2025.",194,37,,projecoes
260,2024-01-31,4,"O Comitê ressalta que, em seus cenários para a inflação, permanecem fatores de risco em ambas as direções. Entre os riscos de alta para o cenário inflacionário e as expectativas de inflação, destacam-se (i) uma maior persistência das pressões inflacionárias globais; e (ii) uma maior resiliência na inflação de serviços do que a projetada em função de um hiato do produto mais apertado. Entre os riscos de baixa, ressaltam-se (i) uma desaceleração da atividade econômica global mais acentuada do que a projetada; e (ii) os impactos do aperto monetário sincronizado sobre a desinflação global se mostrarem mais fortes do que o esperado.  O Comitê avalia que a conjuntura, em particular devido ao cenário internacional, segue incerta e exige cautela na condução da política monetária.",782,124,,riscos_alta
260,2024-01-31,5,"Tendo em conta a importância da execução das metas fiscais já estabelecidas para a ancoragem das expectativas de inflação e, consequentemente, para a condução da política monetária, o Comitê reafirma a importância da firme persecução dessas metas.",247,37,,expectativas
260,2024-01-31,6,"Considerando a evolução do processo de desinflação, os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu reduzir a taxa básica de juros em 0,50 ponto percentual, para 11,25% a.a., e entende que essa decisão é compatível com a estratégia de convergência da inflação para o redor da meta ao longo do horizonte relevante, que inclui o ano de 2024 e, em grau maior, o de 2025. Sem prejuízo de seu objetivo fundamental de assegurar a estabilidade de preços, essa decisão também implica suavização das flutuações do nível de atividade econômica e fomento do pleno emprego.",619,103,,decisao
260,2024-01-31,7,"A conjuntura atual, caracterizada por um estágio do processo desinflacionário que tende a ser mais lento, expectativas de inflação com reancoragem apenas parcial e um cenário global desafiador, demanda serenidade e moderação na condução da política monetária. O Comitê reforça a necessidade de perseverar com uma política monetária contracionista até que se consolide não apenas o processo de desinflação como também a ancoragem das expectativas em torno de suas metas.",469,70,,expectativas
260,2024-01-31,8,"Em se confirmando o cenário esperado, os membros do Comitê, unanimemente, anteveem redução de mesma magnitude nas próximas reuniões e avaliam que esse é o ritmo apropriado para manter a política monetária contracionista necessária para o processo desinflacionário. O Comitê enfatiza que a magnitude total do ciclo de flexibilização ao longo do tempo dependerá da evolução da dinâmica inflacionária, em especial dos componentes mais sensíveis à política monetária e à atividade econômica, das expectativas de inflação, em particular daquelas de maior prazo, de suas projeções de inflação, do hiato do produto e do balanço de riscos.",631,96,,votacao
260,2024-01-31,9,"Votaram por uma redução de 0,50 ponto percentual os seguintes membros do Comitê: Roberto de Oliveira Campos Neto (presidente), Ailton de Aquino Santos, Carolina de Assis Barros, Diogo Abry Guillen, Gabriel Muricca Galípolo, Otávio Ribeiro Damaso, Paulo Picchetti, Renato Dias de Brito Gomes e Rodrigo Alves Teixeira.",316,47,,votacao
260,2024-01-31,11,"* No cenário de referência, a trajetória para a taxa de juros é extraída da pesquisa Focus e a taxa de câmbio parte de USD/BRL 4,95, evoluindo segundo a paridade do poder de compra (PPC). O preço do petróleo segue aproximadamente a curva futura pelos próximos seis meses e passa a aumentar 2% ao ano posteriormente. Além disso, adota-se a hipótese de bandeira tarifária ""verde"" em dezembro de 2024 e de 2025. O valor para o câmbio foi obtido pelo procedimento, que passou a ser adotado na 258ª reunião, de arredondar a cotação média da taxa de câmbio USD/BRL observada nos dez dias úteis encerrados no último dia da semana anterior à da reunião do Copom.",654,116,,premissas
261,2024-03-20,0,"O ambiente externo segue volátil, marcado pelos debates sobre o início da flexibilização de política monetária nas principais economias e a velocidade com que se observará a queda da inflação de forma sustentada em diversos países. Os bancos centrais das principais economias permanecem determinados em promover a convergência das taxas de inflação para suas metas em um ambiente marcado por pressões nos mercados de trabalho. O Comitê avalia que o cenário segue exigindo cautela por parte de países emergentes.",511,79,,cenario_externo
261,2024-03-20,1,"Em relação ao cenário doméstico, o conjunto dos indicadores de atividade econômica segue consistente com o cenário de desaceleração da economia antecipado pelo Copom. A inflação cheia ao consumidor manteve trajetória de desinflação, enquanto as medidas de inflação subjacente se situaram acima da meta para a inflação nas divulgações mais recentes.",348,51,,atividade
261,2024-03-20,2,"As expectativas de inflação para 2024 e 2025 apuradas pela pesquisa Focus encontram-se em torno de 3,8% e 3,5%, respectivamente.",128,20,,expectativas
261,2024-03-20,3,"As projeções de inflação do Copom em seu cenário de referência* situam-se em 3,5% em 2024 e 3,2% em 2025. As projeções para a inflação de preços administrados são de 4,4% em 2024 e 3,9% em 2025.",194,37,,projecoes
261,2024-03-20,4,"O Comitê ressalta que, em seus cenários para a inflação, permanecem fatores de risco em ambas as direções. Entre os riscos de alta para o cenário inflacionário e as expectativas de inflação, destacam-se (i) uma maior persistência das pressões inflacionárias globais; e (ii) uma maior resiliência na inflação de serviços do que a projetada em função de um hiato do produto mais apertado. Entre os riscos de baixa, ressaltam-se (i) uma desaceleração da atividade econômica global mais acentuada do que a projetada; e (ii) os impactos do aperto monetário sincronizado sobre a desinflação global se mostrarem mais fortes do que o esperado.  O Comitê avalia que as conjunturas doméstica e internacional estão mais incertas, exigindo cautela na condução da política monetária.",770,121,,riscos_alta
261,2024-03-20,5,"Tendo em conta a importância da execução das metas fiscais já estabelecidas para a ancoragem das expectativas de inflação e, consequentemente, para a condução da política monetária, o Comitê reafirma a importância da firme persecução dessas metas.",247,37,,expectativas
261,2024-03-20,6,"Considerando a evolução do processo de desinflação, os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu reduzir a taxa básica de juros em 0,50 ponto percentual, para 10,75% a.a., e entende que essa decisão é compatível com a estratégia de convergência da inflação para o redor da meta ao longo do horizonte relevante, que inclui o ano de 2024 e, em grau maior, o de 2025. Sem prejuízo de seu objetivo fundamental de assegurar a estabilidade de preços, essa decisão também implica suavização das flutuações do nível de atividade econômica e fomento do pleno emprego.",619,103,,decisao
261,2024-03-20,7,"A conjuntura atual, caracterizada por um estágio do processo desinflacionário que tende a ser mais lento, expectativas de inflação com reancoragem apenas parcial e um cenário global desafiador, demanda serenidade e moderação na condução da política monetária. O Comitê reforça a necessidade de perseverar com uma política monetária contracionista até que se consolide não apenas o processo de desinflação como também a ancoragem das expectativas em torno de suas metas.",469,70,,expectativas
261,2024-03-20,8,"O Comitê avalia que o cenário-base não se alterou substancialmente. Em função da elevação da incerteza e da consequente necessidade de maior flexibilidade na condução da política monetária, os membros do Comitê, unanimemente, optaram por comunicar que anteveem, em se confirmando o cenário esperado, redução de mesma magnitude na próxima reunião. O Comitê avalia que essa é a condução apropriada para manter a política monetária contracionista necessária para o processo desinflacionário.",488,71,,votacao
261,2024-03-20,9,"O Comitê enfatiza que a magnitude total do ciclo de flexibilização ao longo do tempo dependerá da evolução da dinâmica inflacionária, em especial dos componentes mais sensíveis à política monetária e à atividade econômica, das expectativas de inflação, em particular daquelas de maior prazo, de suas projeções de inflação, do hiato do produto e do balanço de riscos.",366,58,,expectativas
261,2024-03-20,10,"Votaram por uma redução de 0,50 ponto percentual os seguintes membros do Comitê: Roberto de Oliveira Campos Neto (presidente), Ailton de Aquino Santos, Carolina de Assis Barros, Diogo Abry Guillen, Gabriel Muricca Galípolo, Otávio Ribeiro Damaso, Paulo Picchetti, Renato Dias de Brito Gomes e Rodrigo Alves Teixeira.",316,47,,votacao
261,2024-03-20,12,"* No cenário de referência, a trajetória para a taxa de juros é extraída da pesquisa Focus e a taxa de câmbio parte de USD/BRL 4,95, evoluindo segundo a paridade do poder de compra (PPC). O preço do petróleo segue aproximadamente a curva futura pelos próximos seis meses e passa a aumentar 2% ao ano posteriormente. Além disso, adota-se a hipótese de bandeira tarifária ""verde"" em dezembro de 2024 e de 2025. O valor para o câmbio foi obtido pelo procedimento, que passou a ser adotado na 258ª reunião, de arredondar a cotação média da taxa de câmbio USD/BRL observada nos dez dias úteis encerrados no último dia da semana anterior à da reunião do Copom.",654,116,,premissas
262,2024-05-08,0,"O ambiente externo mostra-se mais adverso, em função da incerteza elevada e persistente referente ao início da flexibilização de política monetária nos Estados Unidos e à velocidade com que se observará a queda da inflação de forma sustentada em diversos países. Os bancos centrais das principais economias permanecem determinados em promover a convergência das taxas de inflação para suas metas em um ambiente marcado por pressões nos mercados de trabalho. O Comitê avalia que o cenário segue exigindo cautela por parte de países emergentes.",542,84,,cenario_externo
262,2024-05-08,1,"Em relação ao cenário doméstico, o conjunto dos indicadores de atividade econômica e do mercado de trabalho tem apresentado maior dinamismo do que o esperado. A inflação cheia ao consumidor manteve trajetória de desinflação, enquanto medidas de inflação subjacente se situaram acima da meta para a inflação nas divulgações mais recentes.",337,51,,atividade
262,2024-05-08,2,"As expectativas de inflação para 2024 e 2025 apuradas pela pesquisa Focus encontram-se em torno de 3,7% e 3,6%, respectivamente.",128,20,,expectativas
262,2024-05-08,3,"As projeções de inflação do Copom em seu cenário de referência* situam-se em 3,8% em 2024 e 3,3% em 2025. As projeções para a inflação de preços administrados são de 4,8% em 2024 e 4,0% em 2025.",194,37,,projecoes
262,2024-05-08,4,"O Comitê ressalta que, em seus cenários para a inflação, permanecem fatores de risco em ambas as direções. Entre os riscos de alta para o cenário inflacionário e as expectativas de inflação, destacam-se (i) uma maior persistência das pressões inflacionárias globais; e (ii) uma maior resiliência na inflação de serviços do que a projetada em função de um hiato do produto mais apertado. Entre os riscos de baixa, ressaltam-se (i) uma desaceleração da atividade econômica global mais acentuada do que a projetada; e (ii) os impactos do aperto monetário sincronizado sobre a desinflação global se mostrarem mais fortes do que o esperado.  O Comitê avalia que as conjunturas doméstica e internacional devem se manter mais incertas, exigindo maior cautela na condução da política monetária.",786,124,,riscos_alta
262,2024-05-08,5,"O Comitê acompanhou com atenção os desenvolvimentos recentes da política fiscal e seus impactos sobre a política monetária. O Comitê reafirma que uma política fiscal crível e comprometida com a sustentabilidade da dívida contribui para a ancoragem das expectativas de inflação e para a redução dos prêmios de risco dos ativos financeiros, consequentemente impactando a política monetária.",388,57,,expectativas
262,2024-05-08,6,"Considerando a evolução do processo de desinflação, os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu reduzir a taxa básica de juros em 0,25 ponto percentual, para 10,50% a.a., e entende que essa decisão é compatível com a estratégia de convergência da inflação para o redor da meta ao longo do horizonte relevante, que inclui o ano de 2025. Sem prejuízo de seu objetivo fundamental de assegurar a estabilidade de preços, essa decisão também implica suavização das flutuações do nível de atividade econômica e fomento do pleno emprego.",591,96,,decisao
262,2024-05-08,7,"A conjuntura atual, caracterizada por um estágio do processo desinflacionário que tende a ser mais lento, expectativas de inflação desancoradas e um cenário global desafiador, demanda serenidade e moderação na condução da política monetária.",241,34,,expectativas
262,2024-05-08,8,"O Comitê, unanimemente, avalia que o cenário global incerto e o cenário doméstico marcado por resiliência na atividade e expectativas desancoradas demandam maior cautela. Ressalta, ademais, que a política monetária deve se manter contracionista até que se consolide não apenas o processo de desinflação como também a ancoragem das expectativas em torno de suas metas. O Comitê também reforça, com especial ênfase, que a extensão e a adequação de ajustes futuros na taxa de juros serão ditadas pelo firme compromisso de convergência da inflação à meta.",551,86,,cenario_domestico
262,2024-05-08,9,"Votaram por uma redução de 0,25 ponto percentual os seguintes membros do Comitê: Roberto de Oliveira Campos Neto (presidente), Carolina de Assis Barros, Diogo Abry Guillen, Otávio Ribeiro Damaso e Renato Dias de Brito Gomes. Votaram por uma redução de 0,50 ponto percentual os seguintes membros: Ailton de Aquino Santos, Gabriel Muricca Galípolo, Paulo Picchetti e Rodrigo Alves Teixeira.",388,59,,votacao
262,2024-05-08,11,"* No cenário de referência, a trajetória para a taxa de juros é extraída da pesquisa Focus e a taxa de câmbio parte de R$5,15/US$, evoluindo segundo a paridade do poder de compra (PPC). O preço do petróleo segue aproximadamente a curva futura pelos próximos seis meses e passa a aumentar 2% ao ano posteriormente. Além disso, adota-se a hipótese de bandeira tarifária ""verde"" em dezembro de 2024 e de 2025. O valor para o câmbio foi obtido pelo procedimento, que passou a ser adotado na 258ª reunião, de arredondar a cotação média da taxa de câmbio observada nos dez dias úteis encerrados no último dia da semana anterior à da reunião do Copom.",644,114,,premissas
263,2024-06-19,0,"O ambiente externo mantém-se adverso, em função da incerteza elevada e persistente sobre a flexibilização da política monetária nos Estados Unidos e quanto à velocidade com que se observará a queda da inflação de forma sustentada em diversos países. Os bancos centrais das principais economias permanecem determinados em promover a convergência das taxas de inflação para suas metas em um ambiente marcado por pressões nos mercados de trabalho. O Comitê avalia que o cenário segue exigindo cautela por parte de países emergentes.",529,82,,cenario_externo
263,2024-06-19,1,"Em relação ao cenário doméstico, o conjunto dos indicadores de atividade econômica e do mercado de trabalho segue apresentando dinamismo maior do que o esperado. A inflação cheia ao consumidor tem apresentado trajetória de desinflação, enquanto medidas de inflação subjacente se situaram acima da meta para a inflação nas divulgações mais recentes.",348,52,,atividade
263,2024-06-19,2,"As expectativas de inflação para 2024 e 2025 apuradas pela pesquisa Focus encontram-se em torno de 4,0% e 3,8%, respectivamente.",128,20,,expectativas
263,2024-06-19,3,"As projeções de inflação do Copom em seu cenário de referência* situam-se em 4,0% em 2024 e 3,4% em 2025. As projeções para a inflação de preços administrados são de 4,4% em 2024 e 4,0% em 2025. Em cenário alternativo, no qual a taxa Selic é mantida constante ao longo do horizonte relevante, as projeções de inflação situam-se em 4,0% para 2024 e 3,1% para 2025.",363,66,,projecoes
263,2024-06-19,4,"O Comitê ressalta que, em seus cenários para a inflação, permanecem fatores de risco em ambas as direções. Entre os riscos de alta para o cenário inflacionário e as expectativas de inflação, destacam-se (i) uma maior persistência das pressões inflacionárias globais; e (ii) uma maior resiliência na inflação de serviços do que a projetada em função de um hiato do produto mais apertado. Entre os riscos de baixa, ressaltam-se (i) uma desaceleração da atividade econômica global mais acentuada do que a projetada; e (ii) os impactos do aperto monetário sincronizado sobre a desinflação global se mostrarem mais fortes do que o esperado.  O Comitê avalia que as conjunturas doméstica e internacional seguem mais incertas, exigindo maior cautela na condução da política monetária.",777,122,,riscos_alta
263,2024-06-19,5,"O Comitê monitora com atenção como os desenvolvimentos recentes da política fiscal impactam a política monetária e os ativos financeiros. O Comitê reafirma que uma política fiscal crível e comprometida com a sustentabilidade da dívida contribui para a ancoragem das expectativas de inflação e para a redução dos prêmios de risco dos ativos financeiros, consequentemente impactando a política monetária.",402,59,,expectativas
263,2024-06-19,6,"Considerando a evolução do processo de desinflação, os cenários avaliados, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu manter a taxa básica de juros em 10,50% a.a. e entende que essa decisão é compatível com a estratégia de convergência da inflação para o redor da meta ao longo do horizonte relevante, que inclui o ano de 2025. Sem prejuízo de seu objetivo fundamental de assegurar a estabilidade de preços, essa decisão também implica suavização das flutuações do nível de atividade econômica e fomento do pleno emprego.",561,92,,decisao
263,2024-06-19,7,"A conjuntura atual, caracterizada por um estágio do processo desinflacionário que tende a ser mais lento, ampliação da desancoragem das expectativas de inflação e um cenário global desafiador, demanda serenidade e moderação na condução da política monetária.",258,37,,expectativas
263,2024-06-19,8,"O Comitê, unanimemente, optou por interromper o ciclo de queda de juros, destacando que o cenário global incerto e o cenário doméstico marcado por resiliência na atividade, elevação das projeções de inflação e expectativas desancoradas demandam maior cautela. Ressalta, ademais, que a política monetária deve se manter contracionista por tempo suficiente em patamar que consolide não apenas o processo de desinflação como também a ancoragem das expectativas em torno de suas metas. O Comitê se manterá vigilante e relembra, como usual, que eventuais ajustes futuros na taxa de juros serão ditados pelo firme compromisso de convergência da inflação à meta.",655,100,,cenario_domestico
263,2024-06-19,9,"Votaram por essa decisão os seguintes membros do Comitê: Roberto de Oliveira Campos Neto (presidente), Ailton de Aquino Santos, Carolina de Assis Barros, Diogo Abry Guillen, Gabriel Muricca Galípolo, Otávio Ribeiro Damaso, Paulo Picchetti, Renato Dias de Brito Gomes e Rodrigo Alves Teixeira.",292,43,,votacao
263,2024-06-19,11,"* No cenário de referência, a trajetória para a taxa de juros é extraída da pesquisa Focus e a taxa de câmbio parte de R$5,30/US$, evoluindo segundo a paridade do poder de compra (PPC). O preço do petróleo segue aproximadamente a curva futura pelos próximos seis meses e passa a aumentar 2% ao ano posteriormente. Além disso, adota-se a hipótese de bandeira tarifária ""verde"" em dezembro de 2024 e de 2025. O valor para o câmbio foi obtido pelo procedimento, que passou a ser adotado na 258ª reunião, de arredondar a cotação média da taxa de câmbio observada nos dez dias úteis encerrados no último dia da semana anterior à da reunião do Copom.",644,114,,premissas
264,2024-07-31,0,"O ambiente externo mantém-se adverso, em função da incerteza sobre os impactos e a extensão da flexibilização da política monetária nos Estados Unidos e sobre as dinâmicas de atividade e de inflação em diversos países. Os bancos centrais das principais economias permanecem determinados em promover a convergência das taxas de inflação para suas metas em um ambiente marcado por pressões nos mercados de trabalho. O Comitê avalia que o cenário externo, também marcado por menor sincronia nos ciclos de política monetária entre os países, segue exigindo cautela por parte de países emergentes.",592,92,,cenario_externo
